"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"1991",0.0160100804143674,1.18038792945329,8.82470728257957,33.2457024864958,89.5340096431206,197.432845905449,381.214904892565,669.570054341363,1095.50041597384,1696.22093774396,2513.06429466618,3591.38934633818,4980.49261045005,6733.52235717579,8907.39502582048,11562.7137316618,14763.6886784077,18578.059326516,23077.0181937695,28335.1361845384,34430.2893597976,41443.587072338,49459.3014015743,58564.7978304253,68850.4671134161
"1999",0.0165322438341018,1.07912623862411,7.62049625337882,27.6488035680643,72.395575037038,156.092982119888,295.80537748415,511.291019537293,824.883263541576,1261.38544916564,1847.97600890559,2614.12153712907,3591.49626496158,4813.90682436463,6317.2214714414,8139.30313457963,10319.9457910929,12900.8137762896,15925.3837035058,19438.8887303186,23488.2649500095,28122.0997218088,33390.5817809316,39345.4529915887,46039.9616242666
"2000",0.0163169055554475,1.12106897655463,8.1089225256585,29.8904375526934,79.1969127319683,172.379726043136,329.252195318662,572.955561941221,929.840783680034,1429.36161403835,2103.9762200538,2989.0555379131,4122.79711941484,5546.14356819854,7302.70489216798,9438.68425447497,12002.8067159806,15046.2506427252,18622.581512138,22787.6878976291,27599.7194468171,33119.0266967481,39408.1025919114,46531.5255890371,54555.9042475569
"2001",0.0160356364034342,1.17546140623957,8.76413633172905,32.9586246730657,88.6425108728998,195.258711021349,376.682386418946,661.105997414867,1080.93260104837,1672.67524248717,2476.86111798696,3537.93963349577,4904.19374614373,6627.65414146548,8764.01590886381,11372.5574534458,14516.0614362736,18260.7375745931,22676.1471632614,27835.1292013137,33813.7280253255,40691.1223652443,48549.5557496386,57474.2681964511,67553.4291328858
"2002",0.0159552662338417,1.19094813900661,8.95523345884886,33.8662792177556,91.4655402740792,202.151753118045,391.067098045384,687.99114522661,1127.24023003794,1747.57095197495,2592.08699037197,3708.14869997949,5147.28510888681,6965.1080418436,9221.2281587595,11979.1727442612,15306.3051171067,19273.7455524315,23956.293627977,29432.3519193915,35783.8509805856,43096.1755537616,51458.0919606798,60961.6766323921,71702.2457393204
"2003",0.0159027155980442,1.20106486542303,9.08116222763994,34.4674986132296,93.3424657433185,206.748117679622,400.682184494097,705.998782083836,1158.31254111246,1797.90544337791,2669.63592341014,3822.84993914413,5311.29380195219,7193.02861093009,9530.34617261687,12389.6863124382,15841.5555021193,19960.4467405187,24824.7606352843,30516.7276403691,37122.3314104312,44731.2332378862,53436.6975422342,63335.5183843736,74527.9469812414
"2004",0.0158846422339045,1.20454276244057,9.12465386084308,34.675706990643,93.9937457071564,208.345493409071,404.02798218271,712.271771097856,1169.14686038719,1815.47080187331,2696.71869396332,3862.93485145595,5368.64600077722,7272.77588942334,9638.56122376932,12533.4688669728,16029.1142412831,20201.1808883234,25129.3411478945,30897.1779212182,37592.1074887502,45305.3033560319,54131.6211037729,64169.5242205468,75521.0108983274
"2005",0.0160006884757704,1.18219794299517,8.84701255226879,33.3515633725029,89.8630771139233,198.235978350886,382.890301661866,672.700403290958,1100.89073063476,1704.93685726907,2526.47067922543,3611.18903972682,5008.7652687931,6772.76326222277,8960.55381597881,11633.2329951669,14855.5423618606,18695.7909190784,23225.7786530444,28520.7215748996,34659.1781778604,41722.9772376037,49797.1468930896,58969.8449527396,69332.2903771912
"2006",0.0163422044038855,1.11615736635726,8.05097277892774,29.6224104102948,78.3791409437641,170.412869520497,325.198438078471,565.458895536878,917.046896524573,1408.83773494022,2072.63116325934,2943.06013241677,4057.50516164339,5456.01340631762,7181.22172767756,9278.28322976218,11794.7968433993,14780.7396204764,18288.4014640082,22372.3220669657,27089.2298696602,32497.9828744846,38659.5111800225,45636.761115296,53494.6408702822
"2007",0.0165096820664306,1.08353658758423,7.67117078857875,27.8795202333946,73.0915403219125,157.751965802357,299.19946288112,517.528449701959,835.470078361084,1278.28671737151,1873.67652156451,2651.68586811614,3644.62812963255,4887.00768542172,6415.44835372189,8268.6256198906,10487.2021713146,13113.7663484365,16192.7731947262,19770.4878442241,23894.93102847,28615.8265185911,33984.5503453921,40054.0816621579,46878.9551327297
"2008",0.016596437797342,1.0665542184921,7.47692399806742,26.9974988454951,70.4360359839951,151.431611028242,286.284944572644,493.820254478184,795.267348915586,1214.15790627922,1776.23230505526,2509.35464377099,3443.43433092656,4610.35308343291,6043.89647169507,7779.6893535859,9855.13468343683,12309.355286555,15183.1382673471,18518.8817780191,22360.543920311,26753.5935884694,31744.9630901168,37383.0024046226,43717.4349573158
"2009",0.016484993342057,1.08835807285364,7.72675282088918,28.1330785045368,73.8574969128858,159.579831235383,302.942509598546,524.412578347942,847.162522899756,1296.9643600776,1902.09366093243,2693.24132772594,3703.43162584164,4967.94539243896,6524.24761949534,8411.91879724804,10672.5895371343,13349.8780900803,16489.330448037,20138.3627714374,24346.2059276653,29163.8519589718,34644.0023248951,40841.0177857196,47810.8698110733
"2010",0.0165185894151339,1.08179588117377,7.65115106286873,27.7883203323852,72.8163193105146,157.09570501172,297.856472804997,515.05982998151,831.279253375647,1271.59512630945,1863.49951678255,2636.8088599773,3623.58300568609,4858.04952464133,6376.53245139468,8217.38483496509,10420.9246051529,13029.3733617127,16086.7977674753,19639.0532826697,23733.7300211473,28420.1005433753,33749.0694282937,39773.1244881324,46546.289508233
