"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"1996",0.0175718281443304,0.0627861660230034,0.138488641351502,0.242046681681915,0.368899721355801,0.513880884784238,0.671915033323625,0.838374727050469,1.009239627493,1.18114226541317,1.35134966906935,1.51771097759388,1.6785894050859,1.83278959638019,1.97948679736623,2.11816134600478,2.24854016218098,2.37054578973661,2.48425287455973,2.58985158685479,2.68761730743388,2.77788582701086,2.86103330791508,2.9374602991739,3.00757915899255
"2005",0.0178535141326247,0.0693163246886552,0.161411003410546,0.293675085081378,0.462050568287474,0.660740513223106,0.88334297308283,1.12353114413429,1.37544130976679,1.63387218764107,1.89436401734992,2.15320295332127,2.4073811624312,2.65453276403901,2.89285875732551,3.12104931098176,3.33820854945477,3.54378478676881,3.73750770849718,3.91933305873434,4.08939479386398,4.24796430779462,4.39541613658202,4.53219945980692,4.6588146940842
"2007",0.0174937645569602,0.0614442123097931,0.13401974496191,0.232301567097006,0.351731821595993,0.48732433373304,0.634282433761954,0.788299962749422,0.945684631871717,1.10338134988639,1.25894093771496,1.41046133564196,1.55651748012809,1.69608933098337,1.82849337731651,1.95332037433968,2.07038048099085,2.17965601917975,2.28126152994742,2.37541051230924,2.4623881012184,2.54252890960414,2.61619928534966,2.68378329132027,2.74567178859085
"2009",0.0175277956024071,0.0620144611925817,0.135909102499346,0.236408696533052,0.358950609368667,0.498470363516403,0.650053108555162,0.80925749830067,0.972253942481953,1.13585713075703,1.29749997959166,1.45517737950591,1.60737683599493,1.75300613460095,1.8913238120686,2.02187549657726,2.14443749540973,2.25896798635714,2.3655655724174,2.46443463434372,2.55585676213038,2.64016749901119,2.71773764716177,2.78895843525933,2.85422991657154
"2011",0.0176749135104693,0.0647793064250597,0.145274138478976,0.25704474395537,0.395585532316693,0.555487389367944,0.731261302282794,0.917783266290257,1.11051380754916,1.30558243303707,1.49979251976057,1.69058139463418,1.87595741972414,2.05442764045652,2.22492422268731,2.38673445306104,2.53943685454369,2.68284455698394,2.81695618666984,2.94191401680398,3.05796883053589,3.16545080762882,3.2647456998904,3.35627557229544,3.4404834318084
"2013",0.0176275697832108,0.0638271223664498,0.142010126734256,0.249800091080587,0.382655807326502,0.535279556005379,0.702379816034544,0.879072583012391,1.06107116539418,1.24475132703155,1.42714442595162,1.6058910722279,1.77917544351916,1.94565258406692,2.1043760248901,2.2547298710239,2.39636747189205,2.52915752004079,2.6531376495828,2.76847515633677,2.87543422233087,2.97434892182605,3.06560126356897,3.14960355099966,3.22678439656616
"2015",0.0178184713558794,0.0682507575883017,0.1575319300764,0.284746833401501,0.445686419867585,0.634619821194802,0.84535279131324,1.07184854288993,1.30857201456286,1.5506586163274,1.79397295620012,2.03510057439694,2.27130099339306,2.50044057521729,2.72091707294925,2.93158331263672,3.13167445385282,3.32074128942668,3.49859074276605,3.6652338881745,3.82084130585643,3.9657052849768,4.10020823310922,4.22479658879867,4.33995953147486
"2017",0.0177628392394753,0.066771716613492,0.152239487561693,0.272690582957361,0.423755245123591,0.599821587209909,0.794991727772392,1.00362441307537,1.22062291636357,1.44156508665687,1.66273690770966,1.8811090539264,2.09428191821753,2.30041541815759,2.49815382587801,2.6865518509913,2.86500555546776,3.03318994857993,3.19100400009179,3.33852311843612,3.47595872962823,3.60362436761001,3.72190758293105,3.83124695002571,3.93211347391749
"2019",0.0178402835164564,0.0688987970692478,0.159884350339127,0.290152040739448,0.455580981873273,0.650398012224236,0.86828188530657,1.10301988513132,1.34887834547607,1.60078972670834,1.85442349424602,2.10618537110385,2.35317454027059,2.59311828255948,2.82429669442659,3.04546548592534,3.25578171810192,3.45473523357718,3.64208714272634,3.81781582840619,3.98207036975179,4.13513095209962,4.27737565018795,4.40925289296812,4.53125890431349
